,REF_BACEN,NU_ORDEM,DT_EMISSAO,DT_VENCIMENTO,CD_ESTADO,CD_EMPREENDIMENTO,idPrograma,idIrrigacao,CD_TIPO_AGRICULTURA,idCiclo,CD_TIPO_CULTIVO,idGrao,DT_FIM_COLHEITA,DT_FIM_PLANTIO,DT_INIC_COLHEITA,DT_INIC_PLANTIO,DT_COMUNICACAO,idCultivar,idSolo,idEvento
475,513431275,1,31/01/2022,27/01/2023,PR,"1,20E+13",999.0,1.0,7.0,22.0,0.0,8.0,05/06/2022,02/15/2022 ,31/05/2022,10/02/2022,14/06/2022,1.0,3.0,110.0
477,505424508,1,04/09/2017,26/01/2019,SC,"1,20E+13",50.0,1.0,3.0,1.0,1.0,0.0,31/05/2018,06/30/2017 ,01/02/2018,01/06/2017,27/10/2017,6.0,3.0,24.0
478,513236840,1,14/12/2021,30/10/2022,PR,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,31/07/2022,04/20/2022 ,31/05/2022,25/02/2022,26/04/2022,2.0,3.0,17.0
479,511937047,1,06/05/2021,15/12/2021,PR,"1,20E+13",1.0,1.0,3.0,22.0,3.0,3.0,18/09/2021,05/11/2021,18/09/2021,11/05/2021,23/09/2021,1.0,3.0,79.0
481,514375875,1,05/08/2022,20/03/2023,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,25/12/2022,08/15/2022 ,20/12/2022,05/08/2022,08/12/2022,1.0,2.0,48.0
482,508530188,1,19/06/2019,09/02/2020,RS,"1,20E+13",1.0,1.0,3.0,22.0,2.0,8.0,10/11/2019,06/25/2019 ,20/10/2019,15/06/2019,06/11/2019,3.0,3.0,17.0
483,513533632,1,03/03/2022,25/10/2022,PR,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,01/08/2022,02/28/2022 ,28/07/2022,28/02/2022,20/06/2022,1.0,3.0,110.0
490,511378450,1,23/12/2020,15/10/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,30/07/2021,02/25/2021 ,15/07/2021,20/02/2021,19/04/2021,5.0,3.0,48.0
491,511294041,1,09/12/2020,06/08/2021,SC,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/05/2021,12/26/2020 ,20/04/2021,20/12/2020,30/03/2021,3.0,2.0,17.0
492,511464233,1,19/01/2021,05/11/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,15/08/2021,03/10/2021,15/07/2021,10/02/2021,06/07/2021,2.0,3.0,24.0
493,512427145,1,30/07/2021,20/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,20/04/2022,10/25/2021 ,20/02/2022,02/09/2021,21/02/2022,99.0,9.0,48.0
494,512863756,1,30/09/2021,15/04/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,23/01/2022,10/05/2021,19/01/2022,01/10/2021,13/01/2022,1.0,3.0,48.0
495,513399345,1,24/01/2022,16/11/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,20/06/2022,02/10/2022,10/06/2022,06/02/2022,08/06/2022,1.0,3.0,110.0
496,512760473,1,16/09/2021,10/08/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/02/2022,09/25/2021 ,05/02/2022,20/09/2021,11/01/2022,1.0,3.0,48.0
497,508787299,1,08/08/2019,18/10/2020,RS,"1,20E+13",1.0,1.0,3.0,22.0,1.0,3.0,21/05/2020,10/30/2019 ,21/03/2020,01/09/2019,20/03/2020,1.0,2.0,48.0
498,513606060,1,23/03/2022,13/01/2023,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,20/09/2022,06/10/2022,01/09/2022,01/05/2022,20/09/2022,1.0,3.0,24.0
499,512374655,1,23/07/2021,15/04/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,12/02/2022,10/10/2021,10/02/2022,08/10/2021,03/01/2022,1.0,3.0,48.0
500,510380222,1,14/07/2020,15/05/2021,SC,"1,20E+13",1.0,4.0,3.0,22.0,3.0,0.0,22/02/2021,09/15/2020 ,24/12/2020,17/07/2020,16/11/2020,99.0,3.0,110.0
501,509548085,1,17/12/2019,14/11/2020,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,20/08/2020,03/16/2020 ,10/08/2020,16/03/2020,24/08/2020,1.0,3.0,79.0
503,512243214,1,07/07/2021,15/05/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/03/2022,12/05/2021,09/02/2022,01/11/2021,08/02/2022,1.0,3.0,48.0
505,512596694,1,23/08/2021,09/08/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,10/05/2022,12/20/2021 ,20/03/2022,05/11/2021,27/01/2022,1.0,3.0,48.0
508,509182146,1,07/10/2019,15/06/2020,RS,"1,20E+13",1.0,1.0,3.0,22.0,1.0,8.0,08/04/2020,12/19/2019 ,20/03/2020,30/11/2019,11/05/2020,1.0,1.0,48.0
510,512290662,1,14/07/2021,16/06/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,17/03/2022,11/30/2021 ,15/02/2022,21/10/2021,27/01/2022,1.0,3.0,48.0
511,510067086,1,06/05/2020,09/01/2021,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,10/10/2020,06/30/2020 ,15/09/2020,11/05/2020,09/09/2020,99.0,3.0,24.0
512,512476024,1,06/08/2021,15/04/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,12/02/2022,10/10/2021,12/02/2022,10/10/2021,27/01/2022,1.0,3.0,48.0
513,512073528,1,04/06/2021,27/03/2022,PR,"1,20E+13",50.0,1.0,7.0,22.0,0.0,8.0,30/07/2021,03/07/2021,15/07/2021,05/03/2021,19/07/2021,1.0,3.0,24.0
514,512427547,1,30/07/2021,29/12/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/04/2022,12/01/2021,20/03/2022,15/11/2021,11/02/2022,3.0,2.0,48.0
515,512105475,1,11/06/2021,02/12/2022,MG,"1,20E+13",1.0,1.0,3.0,0.0,0.0,0.0,,,,,06/07/2021,6.0,2.0,24.0
516,509411148,1,20/11/2019,11/08/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,30/05/2020,12/30/2019 ,01/05/2020,01/11/2019,09/03/2020,3.0,1.0,48.0
517,511735340,1,23/03/2021,15/12/2021,PR,"1,20E+13",1.0,1.0,3.0,22.0,3.0,3.0,02/10/2021,05/10/2021,13/09/2021,21/04/2021,27/08/2021,2.0,3.0,24.0
518,512975155,1,22/10/2021,20/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/04/2022,12/10/2021,20/04/2022,20/10/2021,18/03/2022,2.0,3.0,48.0
519,510429080,1,21/07/2020,14/06/2021,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/03/2021,09/20/2020 ,25/02/2021,01/09/2020,09/12/2020,1.0,3.0,48.0
520,513435502,1,31/01/2022,21/09/2022,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,21/05/2022,02/16/2022 ,20/05/2022,15/02/2022,10/06/2022,2.0,3.0,17.0
521,509205564,1,10/10/2019,02/10/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,05/04/2020,11/05/2019,01/04/2020,01/11/2019,18/03/2020,99.0,3.0,48.0
527,512729286,1,13/09/2021,15/06/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,18/03/2022,11/28/2021 ,08/03/2022,18/11/2021,12/01/2022,1.0,3.0,48.0
531,511340257,1,17/12/2020,15/06/2021,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,14/04/2021,12/25/2020 ,07/04/2021,18/12/2020,28/05/2021,1.0,3.0,48.0
533,513271691,1,21/12/2021,04/11/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,15/08/2022,03/20/2022 ,15/07/2022,06/02/2022,21/06/2022,1.0,3.0,110.0
534,507278364,1,29/08/2018,02/09/2019,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,05/02/2019,10/05/2018,20/01/2019,11/09/2018,19/12/2018,1.0,2.0,48.0
535,512395213,1,27/07/2021,13/10/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,15/04/2022,11/30/2021 ,05/03/2022,20/10/2021,30/03/2022,99.0,3.0,48.0
538,508657920,1,19/07/2019,03/06/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,03/04/2020,11/19/2019 ,04/03/2020,20/10/2019,13/03/2020,3.0,9.0,48.0
539,510508858,1,29/07/2020,15/07/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,3.0,20/05/2021,12/30/2020 ,20/04/2021,12/12/2020,18/03/2021,3.0,1.0,31.0
544,511871377,1,22/04/2021,15/01/2022,PR,"1,20E+13",999.0,1.0,3.0,22.0,3.0,3.0,18/11/2021,06/26/2021 ,18/11/2021,26/06/2021,05/10/2021,2.0,3.0,79.0
545,510393846,1,16/07/2020,20/06/2021,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,20/04/2021,11/20/2020 ,15/03/2021,20/10/2020,27/11/2020,1.0,3.0,48.0
546,512987648,1,25/10/2021,13/01/2023,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,13/02/2022,10/26/2021 ,10/02/2022,25/10/2021,14/01/2022,1.0,3.0,48.0
547,512337356,1,20/07/2021,11/07/2022,SC,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,28/04/2022,12/20/2021 ,10/03/2022,01/11/2021,30/03/2022,1.0,9.0,48.0
548,508467155,1,05/06/2019,13/02/2020,RS,"1,20E+13",50.0,1.0,3.0,22.0,2.0,3.0,04/11/2019,06/14/2019 ,04/11/2019,12/06/2019,30/10/2019,1.0,3.0,31.0
549,506908944,1,13/07/2018,15/09/2019,RS,"1,20E+13",1.0,1.0,3.0,0.0,1.0,0.0,05/06/2019,,05/05/2019,,31/10/2018,11.0,2.0,31.0
550,509694705,1,27/01/2020,15/09/2020,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,3.0,28/06/2020,02/19/2020 ,26/06/2020,17/02/2020,22/05/2020,1.0,3.0,48.0
552,513694129,1,08/04/2022,01/03/2023,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/11/2022,06/08/2022,01/11/2022,01/06/2022,20/10/2022,2.0,3.0,17.0
555,506131703,1,18/01/2018,15/06/2019,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,3.0,24/06/2018,01/30/2018 ,14/06/2018,20/01/2018,06/06/2018,1.0,3.0,79.0
556,513439786,1,01/02/2022,20/12/2022,RS,"1,20E+13",50.0,1.0,5.0,22.0,0.0,8.0,05/10/2022,06/20/2022 ,20/09/2022,25/05/2022,04/11/2022,1.0,2.0,17.0
557,506296534,1,27/02/2018,15/02/2019,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,3.0,15/07/2018,02/20/2018 ,14/07/2018,19/02/2018,17/05/2018,1.0,3.0,48.0
558,512062878,1,01/06/2021,20/01/2022,RS,"1,20E+13",50.0,1.0,3.0,22.0,0.0,8.0,21/11/2021,06/21/2021 ,01/11/2021,01/06/2021,07/10/2021,1.0,3.0,31.0
559,513821915,1,10/05/2022,13/02/2023,SC,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,15/11/2022,06/15/2022 ,15/10/2022,01/06/2022,28/10/2022,1.0,9.0,17.0
560,509323474,1,31/10/2019,26/08/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,30/04/2020,11/30/2019 ,01/04/2020,01/11/2019,10/03/2020,3.0,3.0,48.0
561,512362516,1,22/07/2021,14/07/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,30/04/2022,11/28/2021 ,15/04/2022,26/11/2021,04/04/2022,99.0,3.0,48.0
562,512671721,1,01/09/2021,20/06/2022,SC,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,23/01/2022,10/05/2021,20/12/2021,01/09/2021,23/02/2022,1.0,2.0,79.0
565,504942097,1,26/06/2017,20/01/2018,RS,"1,20E+13",1.0,1.0,3.0,22.0,2.0,8.0,30/11/2017,06/30/2017 ,01/11/2017,01/06/2017,23/10/2017,3.0,3.0,17.0
566,509511188,1,10/12/2019,15/08/2020,PR,"1,20E+13",1.0,1.0,3.0,22.0,2.0,3.0,26/05/2020,02/21/2020 ,25/05/2020,20/02/2020,29/04/2020,99.0,3.0,48.0
570,512282954,1,13/07/2021,15/07/2022,PR,"1,20E+13",50.0,1.0,7.0,22.0,3.0,3.0,13/01/2022,09/25/2021 ,03/01/2022,15/09/2021,07/01/2022,1.0,3.0,48.0
571,512733038,1,13/09/2021,30/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/04/2022,12/10/2021,01/04/2022,10/10/2021,15/02/2022,99.0,3.0,48.0
572,512026172,1,25/05/2021,20/03/2022,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,16/11/2021,07/09/2021,24/10/2021,16/06/2021,01/11/2021,2.0,3.0,17.0
573,512963834,1,20/10/2021,25/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/04/2022,12/15/2021 ,01/03/2022,15/10/2021,04/04/2022,99.0,9.0,48.0
575,513040504,1,03/11/2021,13/10/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/04/2022,12/05/2021,15/03/2022,05/11/2021,23/03/2022,99.0,3.0,48.0
576,514772617,1,27/09/2022,05/07/2023,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/04/2023,11/30/2022 ,20/03/2023,01/11/2022,21/12/2022,1.0,3.0,31.0
577,508769746,1,06/08/2019,15/07/2025,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,30/04/2020,11/30/2019 ,28/02/2020,10/10/2019,20/03/2020,2.0,3.0,48.0
578,509714954,1,30/01/2020,15/01/2021,RS,"1,20E+13",1.0,1.0,3.0,22.0,2.0,8.0,02/11/2020,06/25/2020 ,13/10/2020,05/06/2020,18/09/2020,1.0,3.0,24.0
580,512667399,1,31/08/2021,14/08/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,15/05/2022,12/09/2021,20/03/2022,21/10/2021,02/02/2022,1.0,3.0,48.0
581,509004477,1,06/09/2019,12/07/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,15/04/2020,12/10/2019,28/03/2020,05/11/2019,13/03/2020,3.0,2.0,48.0
582,513765625,1,27/04/2022,09/12/2022,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,10/09/2022,05/15/2022 ,25/08/2022,01/05/2022,16/09/2022,99.0,3.0,17.0
583,513796747,1,04/05/2022,02/01/2023,PR,"1,20E+13",50.0,1.0,3.0,22.0,0.0,8.0,15/10/2022,05/25/2022 ,01/10/2022,10/05/2022,27/09/2022,2.0,3.0,17.0
584,512394418,1,27/07/2021,04/06/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,03/03/2022,10/05/2021,25/01/2022,25/09/2021,04/01/2022,99.0,3.0,48.0
585,509759303,1,13/02/2020,26/06/2021,RS,"1,20E+13",50.0,1.0,3.0,22.0,2.0,8.0,31/10/2020,06/15/2020 ,20/10/2020,01/06/2020,13/10/2020,3.0,3.0,24.0
586,513542911,1,07/03/2022,15/01/2023,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,28/10/2022,06/10/2022,19/10/2022,01/06/2022,01/11/2022,2.0,2.0,17.0
587,513689456,1,07/04/2022,15/12/2022,PR,"1,20E+13",1.0,1.0,5.0,22.0,3.0,3.0,23/09/2022,05/16/2022 ,22/09/2022,15/05/2022,16/09/2022,1.0,3.0,24.0
589,506742889,1,07/06/2018,26/06/2019,PR,"1,20E+13",999.0,1.0,3.0,22.0,2.0,8.0,20/10/2018,05/31/2018 ,01/09/2018,01/05/2018,17/10/2018,1.0,1.0,17.0
595,512427974,2,30/07/2021,27/07/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,30/04/2022,11/20/2021 ,10/03/2022,25/10/2021,22/03/2022,3.0,3.0,48.0
596,512448797,1,03/08/2021,11/08/2022,RS,"1,20E+13",50.0,1.0,7.0,22.0,0.0,8.0,10/05/2022,12/20/2021 ,10/04/2022,20/11/2021,13/04/2022,99.0,3.0,48.0
597,508266007,1,22/04/2019,12/12/2019,PR,"1,20E+13",50.0,1.0,3.0,22.0,2.0,8.0,12/10/2019,06/15/2019 ,08/10/2019,12/06/2019,08/10/2019,3.0,3.0,48.0
598,508899394,1,22/08/2019,14/08/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,05/05/2020,11/20/2019 ,01/05/2020,15/11/2019,10/03/2020,5.0,3.0,48.0
599,513864439,1,19/05/2022,10/12/2022,PR,"1,20E+13",999.0,1.0,3.0,22.0,0.0,8.0,11/10/2022,06/18/2022 ,10/10/2022,17/06/2022,21/10/2022,1.0,3.0,17.0
600,510475734,1,27/07/2020,01/06/2021,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,02/03/2021,10/01/2020,15/01/2021,15/08/2020,22/01/2021,1.0,3.0,48.0
602,509622700,1,06/01/2020,15/09/2020,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,3.0,27/06/2020,02/18/2020 ,27/06/2020,18/02/2020,02/06/2020,1.0,3.0,48.0
603,509275975,1,23/10/2019,28/09/2020,RS,"1,20E+13",1.0,1.0,3.0,22.0,3.0,8.0,30/05/2020,12/30/2019 ,01/04/2020,01/11/2019,14/05/2020,99.0,9.0,48.0
607,512551613,1,17/08/2021,12/10/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/04/2022,11/30/2021 ,15/02/2022,20/10/2021,09/03/2022,3.0,3.0,48.0
608,512366337,1,23/07/2021,22/07/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,15/05/2022,12/15/2021 ,20/03/2022,20/10/2021,11/05/2022,3.0,2.0,48.0
609,508739667,1,31/07/2019,20/04/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,1.0,8.0,30/01/2020,08/30/2019 ,20/01/2020,25/08/2019,21/01/2020,99.0,3.0,48.0
610,512958397,1,19/10/2021,01/10/2022,SC,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,20/06/2022,01/15/2022 ,20/05/2022,12/01/2022,20/05/2022,99.0,9.0,48.0
611,512631425,1,26/08/2021,08/09/2022,RS,"1,20E+13",50.0,1.0,7.0,22.0,0.0,8.0,15/04/2022,11/25/2021 ,30/03/2022,05/11/2021,01/04/2022,99.0,9.0,48.0
612,505839133,1,13/11/2017,20/12/2018,PR,"1,20E+13",999.0,1.0,7.0,22.0,2.0,8.0,30/07/2018,02/27/2018 ,05/07/2018,17/02/2018,28/06/2018,8.0,3.0,48.0
613,510346103,1,08/07/2020,12/05/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/02/2021,10/15/2020 ,05/02/2021,25/09/2020,24/11/2020,99.0,3.0,48.0
614,508816175,1,13/08/2019,15/06/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,08/04/2020,11/30/2019 ,24/03/2020,15/11/2019,06/03/2020,1.0,1.0,48.0
615,512747482,1,15/09/2021,25/07/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,25/01/2022,09/30/2021 ,25/01/2022,30/09/2021,18/01/2022,1.0,3.0,48.0
616,509838665,1,05/03/2020,25/04/2021,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,05/11/2020,06/30/2020 ,20/10/2020,21/05/2020,30/09/2020,3.0,3.0,24.0
617,512271639,1,12/07/2021,15/06/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/03/2022,11/30/2021 ,15/03/2022,01/11/2021,15/03/2022,99.0,9.0,48.0
618,507362738,1,12/09/2018,22/02/2020,GO,"1,20E+13",1.0,1.0,3.0,22.0,2.0,8.0,10/02/2019,11/30/2018 ,01/02/2019,01/10/2018,29/01/2019,6.0,9.0,48.0
620,508745312,1,31/07/2019,20/06/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,21/04/2020,12/10/2019,01/03/2020,05/11/2019,24/03/2020,3.0,3.0,48.0
621,512877189,1,04/10/2021,25/10/2022,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,15/01/2022,10/15/2021 ,10/01/2022,02/10/2021,24/12/2021,1.0,3.0,48.0
622,512424716,1,30/07/2021,05/07/2022,SC,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/01/2022,09/10/2021,01/01/2022,20/08/2021,29/12/2021,1.0,3.0,48.0
623,513757103,1,26/04/2022,09/02/2023,PR,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,10/11/2022,06/30/2022 ,30/10/2022,05/06/2022,04/11/2022,99.0,9.0,17.0
624,512403336,1,28/07/2021,28/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/04/2022,11/20/2021 ,20/03/2022,25/10/2021,25/02/2022,2.0,3.0,48.0
628,511456321,1,18/01/2021,15/09/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,30/06/2021,02/20/2021 ,29/06/2021,19/02/2021,20/05/2021,1.0,1.0,48.0
629,513945010,1,07/06/2022,05/05/2023,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,0.0,05/02/2023,,05/12/2022,,25/08/2022,11.0,3.0,24.0
630,506746014,1,08/06/2018,15/05/2019,RS,"1,20E+13",50.0,1.0,3.0,22.0,2.0,8.0,20/11/2018,07/10/2018,19/09/2018,26/05/2018,01/11/2018,3.0,3.0,24.0
631,513323100,1,04/01/2022,15/10/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,25/07/2022,02/20/2022 ,26/05/2022,15/02/2022,23/03/2022,99.0,3.0,48.0
632,510657308,1,19/08/2020,14/01/2022,SC,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,20/04/2021,12/20/2020 ,20/04/2021,21/10/2020,08/10/2020,1.0,3.0,48.0
633,507285786,1,30/08/2018,15/08/2019,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,3.0,07/02/2019,10/05/2018,23/01/2019,20/09/2018,12/02/2019,99.0,3.0,48.0
634,512650437,1,30/08/2021,10/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,10/04/2022,11/25/2021 ,25/03/2022,10/11/2021,18/03/2022,1.0,3.0,48.0
635,511963953,1,13/05/2021,10/11/2021,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,20/10/2021,06/15/2021 ,20/09/2021,15/05/2021,12/08/2021,1.0,3.0,24.0
636,511963953,1,13/05/2021,10/11/2021,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,20/10/2021,06/15/2021 ,20/09/2021,15/05/2021,12/08/2021,1.0,3.0,48.0
637,507023359,1,30/07/2018,15/07/2019,SC,"1,20E+13",1.0,1.0,3.0,22.0,1.0,0.0,05/05/2019,01/05/2019,23/04/2019,24/12/2018,15/01/2019,3.0,3.0,48.0
638,512433194,1,30/07/2021,17/07/2022,PR,"1,20E+13",50.0,1.0,7.0,22.0,0.0,8.0,16/02/2022,10/12/2021,15/02/2022,11/10/2021,21/01/2022,99.0,3.0,48.0
639,511243065,1,26/11/2020,13/04/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,25/07/2021,02/28/2021 ,25/06/2021,23/02/2021,06/05/2021,1.0,3.0,48.0
640,512681227,1,02/09/2021,15/07/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,16/04/2022,11/10/2021,14/02/2022,11/09/2021,29/12/2021,99.0,3.0,48.0
641,511477931,1,21/01/2021,16/02/2022,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,01/06/2021,03/20/2021 ,01/06/2021,01/03/2021,26/05/2021,99.0,3.0,48.0
642,508398980,1,22/05/2019,13/11/2022,SP,"1,20E+13",1.0,1.0,3.0,1.0,1.0,0.0,,,,,07/01/2020,11.0,1.0,110.0
644,512549802,1,17/08/2021,30/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,30/04/2022,11/30/2021 ,20/04/2022,20/11/2021,14/03/2022,1.0,3.0,48.0
646,511554409,1,09/02/2021,15/09/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,06/07/2021,02/26/2021 ,30/06/2021,20/02/2021,21/05/2021,1.0,3.0,48.0
647,510537953,1,03/08/2020,20/07/2021,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,28/02/2021,09/30/2020 ,05/01/2021,10/08/2020,01/12/2020,3.0,3.0,48.0
648,513662674,1,31/03/2022,15/03/2023,PR,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/11/2022,06/30/2022 ,25/10/2022,01/06/2022,04/11/2022,2.0,2.0,17.0
650,511472105,1,20/01/2021,15/09/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,30/06/2021,02/20/2021 ,28/06/2021,18/02/2021,24/05/2021,1.0,3.0,48.0
652,513957637,1,09/06/2022,15/01/2023,PR,"1,20E+13",1.0,1.0,5.0,22.0,3.0,3.0,18/10/2022,06/10/2022,18/10/2022,10/06/2022,21/10/2022,1.0,3.0,24.0
653,508749598,2,01/08/2019,11/01/2021,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,30/04/2020,12/20/2019 ,10/03/2020,20/10/2019,13/03/2020,1.0,3.0,48.0
658,511508075,1,28/01/2021,15/08/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,3.0,3.0,08/06/2021,01/29/2021 ,08/06/2021,29/01/2021,21/05/2021,1.0,3.0,48.0
660,512518779,1,12/08/2021,15/06/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,09/04/2022,11/30/2021 ,23/03/2022,13/11/2021,25/03/2022,2.0,3.0,48.0
661,509186093,1,07/10/2019,05/07/2020,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,05/04/2020,11/05/2019,15/03/2020,25/10/2019,21/01/2020,1.0,3.0,48.0
662,512462057,1,04/08/2021,24/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,20/04/2022,11/29/2021 ,22/03/2022,20/11/2021,12/04/2022,1.0,2.0,48.0
663,510598948,1,12/08/2020,25/05/2021,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,25/02/2021,09/30/2020 ,10/02/2021,20/08/2020,12/02/2021,2.0,3.0,48.0
670,508796197,1,09/08/2019,03/08/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,30/04/2020,12/30/2019 ,05/03/2020,05/11/2019,13/03/2020,3.0,3.0,48.0
671,512780823,2,20/09/2021,26/08/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,30/03/2022,10/30/2021 ,20/02/2022,20/09/2021,20/01/2022,1.0,3.0,48.0
672,512184593,1,24/06/2021,20/08/2022,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,04/11/2021,06/30/2021 ,26/10/2021,26/06/2021,26/10/2021,3.0,2.0,17.0
