,REF_BACEN,NU_ORDEM,DT_EMISSAO,DT_VENCIMENTO,CD_ESTADO,CD_EMPREENDIMENTO,idPrograma,idIrrigacao,CD_TIPO_AGRICULTURA,idCiclo,CD_TIPO_CULTIVO,idGrao,DT_FIM_COLHEITA,DT_FIM_PLANTIO,DT_INIC_COLHEITA,DT_INIC_PLANTIO,DT_COMUNICACAO,idCultivar,idSolo,idEvento
11,510530195,1,31/07/2020,18/06/2021,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,25/12/2020,08/15/2020 ,20/12/2020,01/08/2020,31/08/2020,99.0,9.0,24.0
12,9766205,1,31/03/2017,15/03/2018,PR,"1,20E+13",1.0,1.0,3.0,22.0,2.0,3.0,31/10/2017,05/31/2017 ,01/10/2017,01/05/2017,25/08/2017,2.0,3.0,48.0
13,508731986,1,30/07/2019,08/10/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,10/04/2020,11/15/2019 ,20/02/2020,20/10/2019,23/03/2020,1.0,3.0,48.0
14,513819726,1,10/05/2022,10/03/2023,RS,"1,20E+13",999.0,1.0,5.0,22.0,0.0,8.0,15/10/2022,06/10/2022,10/10/2022,01/06/2022,17/11/2022,2.0,9.0,17.0
15,512546231,1,16/08/2021,16/09/2022,RS,"1,20E+13",50.0,1.0,3.0,22.0,0.0,3.0,17/05/2022,11/30/2021 ,15/04/2022,03/11/2021,09/03/2022,99.0,2.0,48.0
16,509706085,1,29/01/2020,23/01/2021,RS,"1,20E+13",1.0,1.0,3.0,22.0,2.0,8.0,30/10/2020,06/18/2020 ,15/10/2020,02/06/2020,05/10/2020,1.0,3.0,24.0
17,512618003,2,25/08/2021,17/08/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,28/04/2022,12/15/2021 ,15/04/2022,01/12/2021,03/03/2022,1.0,3.0,48.0
18,512615384,1,25/08/2021,28/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,01/04/2022,11/20/2021 ,20/03/2022,02/11/2021,06/04/2022,2.0,3.0,48.0
19,512416646,1,29/07/2021,15/07/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,30/04/2022,12/15/2021 ,01/03/2022,15/10/2021,02/02/2022,1.0,2.0,48.0
20,506019511,1,15/12/2017,06/05/2019,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,15/08/2018,02/28/2018 ,01/05/2018,15/01/2018,23/05/2018,1.0,3.0,79.0
21,512512802,1,11/08/2021,15/07/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,16/04/2022,11/30/2021 ,30/03/2022,30/10/2021,11/04/2022,2.0,3.0,48.0
22,508921426,1,26/08/2019,25/07/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,25/05/2020,12/10/2019,01/04/2020,20/10/2019,01/04/2020,6.0,2.0,48.0
23,507898230,1,20/12/2018,08/04/2020,PR,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,28/06/2019,01/28/2019 ,27/06/2019,27/01/2019,12/06/2019,1.0,3.0,79.0
24,512531354,2,,,,,,,,,,,,,,,,,,
25,511668889,1,09/03/2021,23/11/2021,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,31/08/2021,03/31/2021 ,01/08/2021,05/03/2021,08/07/2021,1.0,3.0,24.0
26,511492941,1,26/01/2021,10/01/2022,PR,"1,20E+13",50.0,1.0,3.0,22.0,0.0,8.0,10/11/2021,07/01/2021,10/09/2021,01/05/2021,06/10/2021,2.0,3.0,17.0
27,512417889,1,29/07/2021,10/05/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,11/04/2022,08/30/2021 ,10/02/2022,11/08/2021,23/12/2021,99.0,3.0,48.0
28,511707246,1,17/03/2021,23/04/2022,PR,"1,20E+13",999.0,1.0,7.0,22.0,0.0,8.0,30/08/2021,03/15/2021 ,30/07/2021,01/03/2021,21/06/2021,1.0,2.0,48.0
29,512309254,1,16/07/2021,23/07/2022,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/04/2022,11/20/2021 ,15/02/2022,30/10/2021,24/03/2022,1.0,3.0,48.0
30,9118067,1,09/11/2016,19/05/2018,PR,"1,20E+13",50.0,1.0,3.0,22.0,2.0,8.0,30/09/2017,02/28/2017 ,01/09/2017,01/02/2017,27/07/2017,1.0,3.0,17.0
31,510119042,1,19/05/2020,15/12/2020,PR,"1,20E+13",1.0,1.0,3.0,22.0,3.0,3.0,12/10/2020,05/20/2020 ,12/10/2020,20/05/2020,08/09/2020,2.0,3.0,24.0
32,511569194,1,12/02/2021,07/02/2022,SC,"1,20E+13",1.0,4.0,3.0,22.0,0.0,0.0,15/12/2021,07/20/2021 ,10/11/2021,10/06/2021,21/10/2021,5.0,2.0,17.0
33,509340848,1,05/11/2019,23/09/2025,RS,"1,20E+13",1.0,10.0,3.0,22.0,5.0,8.0,25/04/2020,11/20/2019 ,25/02/2020,20/10/2019,25/03/2020,99.0,9.0,48.0
34,508774655,1,06/08/2019,28/07/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,20/05/2020,11/15/2019 ,15/04/2020,20/10/2019,01/04/2020,3.0,3.0,48.0
35,514760391,1,23/09/2022,25/05/2023,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,28/02/2023,10/15/2022 ,01/02/2023,19/09/2022,23/12/2022,1.0,3.0,48.0
36,506326201,1,07/03/2018,15/12/2018,PR,"1,20E+13",1.0,1.0,3.0,22.0,2.0,8.0,20/09/2018,05/20/2018 ,20/08/2018,22/04/2018,22/08/2018,3.0,3.0,48.0
37,514220285,1,21/07/2022,10/03/2023,RS,"1,20E+13",1.0,1.0,5.0,22.0,0.0,8.0,15/12/2022,08/31/2022 ,01/12/2022,02/08/2022,08/12/2022,99.0,9.0,48.0
38,9820725,1,17/04/2017,15/04/2018,PR,"1,20E+13",1.0,1.0,3.0,22.0,2.0,3.0,31/10/2017,05/31/2017 ,01/10/2017,01/05/2017,27/07/2017,2.0,3.0,24.0
39,511653252,1,05/03/2021,27/02/2022,PR,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/08/2021,03/10/2021,05/08/2021,08/03/2021,19/05/2021,1.0,2.0,48.0
40,513883615,1,24/05/2022,15/12/2022,PR,"1,20E+13",1.0,1.0,5.0,22.0,3.0,3.0,02/10/2022,05/25/2022 ,02/10/2022,25/05/2022,20/09/2022,1.0,3.0,24.0
41,511983745,1,18/05/2021,07/03/2022,PR,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,05/11/2021,06/26/2021 ,25/10/2021,23/06/2021,25/10/2021,3.0,3.0,17.0
42,509044279,1,13/09/2019,15/07/2020,RS,"1,20E+13",1.0,1.0,7.0,22.0,2.0,8.0,30/04/2020,11/29/2019 ,01/03/2020,20/10/2019,26/03/2020,1.0,2.0,48.0
43,512678245,1,02/09/2021,15/06/2022,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,10/06/2022,01/20/2022 ,10/04/2022,20/11/2021,09/02/2022,99.0,9.0,48.0
44,506665973,1,22/05/2018,15/05/2019,PR,"1,20E+13",1.0,1.0,3.0,22.0,2.0,3.0,17/10/2018,05/25/2018 ,17/10/2018,25/05/2018,25/09/2018,1.0,3.0,24.0
45,512301233,1,15/07/2021,08/09/2022,RS,"1,20E+13",1.0,1.0,7.0,22.0,0.0,8.0,10/05/2022,12/20/2021 ,10/03/2022,11/11/2021,17/03/2022,99.0,9.0,48.0
46,513751103,1,25/04/2022,20/03/2023,RS,"1,20E+13",1.0,1.0,3.0,22.0,0.0,8.0,22/11/2022,07/15/2022 ,23/10/2022,15/06/2022,09/11/2022,2.0,3.0,17.0
