,date,ref_bacen,indice,previsao
60,2022-03,512483993,-0.0177882425776935,
61,2022-04,512483993,0.046566778217401,
62,2022-05,512483993,0.0161782882081183,
63,2022-07,512483993,0.0136056031270424,
64,2022-08,512483993,0.0036118649820982,
65,2021-07,512311809,0.0138885872349402,
66,2021-08,512311809,0.0342107652095326,
67,2021-11,512311809,0.0155588660710073,
68,2022-02,512311809,0.0736916089964244,
69,2022-03,512311809,-0.0758358712540108,
70,2022-04,512311809,-0.0356496054367558,
71,2022-05,512311809,0.0609107369969454,
72,2022-08,512311809,0.0041746282047972,
73,2021-08,512678455,0.0075122407106014,
74,2021-09,512678455,0.9954308791916134,
75,2021-12,512678455,0.3538943769714623,
76,2022-02,512678455,0.8201705503009308,
77,2022-03,512678455,-0.1083278480543035,
78,2022-04,512678455,0.0118372169669463,
79,2022-05,512678455,0.0379395414286721,
80,2022-06,512678455,-0.0027372461899535,
81,2022-08,512678455,0.0133537374776513,
82,2020-07,510783654,0.0146605979750292,
83,2020-08,510783654,0.0002080951351278,
84,2020-10,510783654,0.0338059619944153,
85,2020-12,510783654,0.0240632645003793,
86,2021-01,510783654,0.0006722454140734,
87,2021-02,510783654,0.0132648543124233,
88,2021-04,510783654,0.0013711155678819,
89,2021-07,510783654,0.0188966135057248,
90,2021-08,510783654,0.001409813350559,
91,2019-07,509157665,0.0085217267289405,
92,2019-08,509157665,0.0036495144982368,
93,2019-09,509157665,0.0951902851598571,
94,2019-10,509157665,0.190009329257756,
95,2019-11,509157665,0.077909004070857,
96,2020-01,509157665,-0.0195890418750628,
97,2020-02,509157665,0.025770487920333,
98,2020-06,509157665,0.0257336361965364,
99,2020-07,509157665,-0.0008823670180012,
100,2020-08,509157665,0.0037127969459867,
101,2021-07,513286055,0.0071728244688049,
102,2021-08,513286055,0.005247376311844,
103,2021-09,513286055,0.0012614317250078,
104,2021-12,513286055,0.0081595648232094,
105,2022-07,513286055,0.0136417556346381,
106,2022-08,513286055,0.0011086474501108,
107,2021-07,512307605,0.0209338323475244,
108,2021-09,512307605,0.0212572058377538,
109,2021-10,512307605,-0.0317626800190255,
110,2022-02,512307605,0.0927942089005566,
111,2022-03,512307605,-0.0400717373592212,
112,2022-04,512307605,0.0756830283076245,
113,2022-05,512307605,0.015718197643828,
114,2022-06,512307605,0.0332732960009342,
115,2021-07,512309065,0.0161008372435366,
116,2021-09,512309065,0.0055493895671476,
117,2021-10,512309065,0.0143472022955523,
118,2021-12,512309065,0.0954478707782672,
119,2022-01,512309065,0.002020202020202,
120,2022-02,512309065,0.0018107741059302,
121,2022-03,512309065,0.0061182868796736,
122,2022-06,512309065,0.0205761316872428,
123,2022-08,512309065,0.055956678700361,
124,2018-08,506185541,,0.0084712622752751
125,2018-09,506185541,,0.0091581861433217
126,2018-10,506185541,,0.0066638470042504
127,2018-11,506185541,,0.0214771783789929
128,2018-12,506185541,,-0.0034782394886181
129,2019-01,506185541,,0.0388563039701139
130,2022-09,512310043,,0.0
131,2022-10,512310043,,0.0
132,2022-11,512310043,,0.0052130579102434
133,2022-12,512310043,,0.0247298044456663
134,2023-01,512310043,,0.0159105428084271
135,2023-02,512310043,,0.0136548718311111
136,2020-08,508624815,,-0.1433088682188823
137,2020-09,508624815,,0.1919357262076549
138,2020-10,508624815,,0.22202734984456
139,2020-11,508624815,,0.4702935749189855
140,2020-12,508624815,,0.2152848659792712
141,2021-01,508624815,,0.1740013503469667
142,2022-09,512301737,,0.0103589680263434
143,2022-10,512301737,,0.0179988816085239
144,2022-11,512301737,,0.0145892924555346
145,2022-12,512301737,,0.0184254873920587
146,2023-01,512301737,,-0.0179964939405993
147,2023-02,512301737,,0.0546269810631083
148,2020-09,50,,0.0002830856334041
149,2020-10,50,,0.0002830856334041
150,2020-11,50,,0.0070641021870521
151,2020-12,50,,0.0120618382958066
152,2021-01,50,,0.0089205780634089
153,2021-02,50,,-0.0040234422338831
154,2022-07,512308192,,0.0016163898814954
155,2022-08,512308192,,0.0054771897156912
156,2022-09,512308192,,-0.0063853051186041
157,2022-10,512308192,,0.022250478270408
158,2022-11,512308192,,0.1652479820144802
159,2022-12,512308192,,0.4243408844140347
160,2022-09,512483993,,0.0036118649820982
161,2022-10,512483993,,0.009960452968426
162,2022-11,512483993,,0.0725324608107512
163,2022-12,512483993,,0.0082314329685675
164,2023-01,512483993,,0.0633853094634001
165,2023-02,512483993,,0.019746389469307
166,2022-09,512311809,,0.0041746282047972
167,2022-10,512311809,,0.0111189252944124
168,2022-11,512311809,,0.0314411032690048
169,2022-12,512311809,,0.0127892041304795
170,2023-01,512311809,,0.467508763981547
171,2023-02,512311809,,0.0709219470558966
172,2022-09,512678455,,0.0133537374776513
173,2022-10,512678455,,0.0171098597110113
174,2022-11,512678455,,1.005028498192023
175,2022-12,512678455,,0.363491995971872
176,2023-01,512678455,,0.8297681693013406
177,2023-02,512678455,,0.1170291435680391
178,2020-09,509157665,,0.0079736624408876
179,2020-10,509157665,,0.0031014502101838
180,2020-11,509157665,,0.0432394313766255
181,2020-12,509157665,,-0.0533541437090531
182,2021-01,509157665,,0.0946422208718042
183,2021-02,509157665,,0.1894612649697031
184,2022-09,513286055,,0.0011086474501108
185,2022-10,513286055,,0.0011086474501108
186,2022-11,513286055,,0.0046950614777185
187,2022-12,513286055,,0.0265465268401198
188,2023-01,513286055,,-0.0024777629910864
189,2023-02,513286055,,0.0027696133207576
190,2022-07,512307605,,0.0332732960009342
191,2022-08,512307605,,0.0437402174081519
192,2022-09,512307605,,0.0441739257024371
193,2022-10,512307605,,0.0440635908983812
194,2022-11,512307605,,-0.0089562949583981
195,2022-12,512307605,,0.6396975541977626
196,2022-09,512309065,,0.055956678700361
197,2022-10,512309065,,0.055956678700361
198,2022-11,512309065,,0.0640071013473366
199,2022-12,512309065,,0.0534556536709475
200,2023-01,512309065,,0.0622534663993523
201,2023-02,512309065,,0.1433541348820672
